,clean_tweet
4143,මොළේ කළඳක්වත් නැති මදාවි හැත්තක් මේ රටට විශාල අවනම්බුවක් කරනවා මුන්ගෙ අතපය කඩලා දාන්න ජනාධිපතිතුමනි වහාම පියවර ගන්ඩ එහෙම නැත්නම් මේ රටට අබ සරණයි
4144,ඊයෙ උන දේ අඳුරන්නෙ නැති හැත්තක් ඉන්නවා ඉතිහාසය ගැන තව කවර කතාද
4145,අඹිමානවත් ගොත්‍රික හැත්තක් අපි අපි අපි ගැනම ලැජ්ජා වෙන්න ඔනෙ ප්‍රෙන්ස්
4146,රටම කොට උඩ කාලකන්නි හැත්තක් පත්කරගත්තු එකේ ශාපය තමයි දැන් රටටම ගෙවන්න වෙලා තියෙන්නේ
4147,මේවගේ හිඟන මානසිකත්ව තියෙන ඩයල් ඉන්නකං මොන කතාද අප්පාමේකෙ රිප්ලයි බලපල්ලා මුං වගේම හිඟන හැත්තක් ඉන්නෙමයි ඈස්
4148,ප්‍රසිද්ද වෙන්න උගෙ අම්මත් විකුනයි ඔය පරයෝමුන් වීරයෝ නෙමේ තුප්පහි ගොන් හැත්තක්හැමෝනත් නෙමේහොද උනුත් ඉන්නවාඒත් මන් රෙද්දේ ටක් ටික් ටුක් දාගෙනත් නෑඔය විකාර මට අල්ලනේ නෑ
4149,මොන ගොන් හරක් රහස් පරීක්ෂකයො දෙන්නෙක්ද බන් මේ ? මේ රටේ වැඩිපුර ඉන්නේ ඔය වගෙ පොතක් පත්තරයක් තියා ඉස්කෝලෙකට වැස්සකටවත් ගියපු නැති මෝඩ මූසල හැත්තක් තමයි ඉතින් කොහෙද මේවා හදන්නේ
4150,හෙන හත වැදියං තට්ට ඌරා
4151,ට හෙන වැදියං ක්‍රිකට් වලට කරපු අපරාදෙට
4152,යකෝ අපි වගේවැඩ කරන ශුන්‍ය කරන අපරාධයට තොපිට වැහි නැති හෙන ගහපන් කාලකණ්නි බොන්ඩිගේ පුතාලාපඩි ගන්නවාඅඛණ්ඩ විදුලි බලේ දෙන්න බෑහෙන හතම වැදියංමේ දවස් ටිකට තොපිට කරපු මූල්‍ය පාඩුව ටපනුවො ගහපං තොපිට
4153,ලයිට් කපන කැනහිලුන්ට හෙන හතම වැදියංඕකුන් ට කුණු පනුවො ගහපං
4154,ගහන ගහන ලීටරයකට වැඩිවෙන සතයක් ගානෙ හෙන වැදියං
4155,ඔව් කෙලින්ම වැදියං කියලා දාන එක හරි
4156,රැල්ලට ‍‍‍‍මාව හලපු උන්ට වැදියං
4157,""" අනේ මං කැතයි හලෝ "" කිව්වම "" නෑ මෙයා ඔයා ලස්සනයි "" කියයි කියලා හිතං ඉන්නෙකැතයි තමා ඕයිවැදියං"
4158,තොපි චීනෙන් ජරාව කෑවනම්තොපිම ගෙවපියව් තොපි ජරාව කෑවට මහජනතාව දෙකෝටි පහලොස් ලක්ෂයක් පලි නෑ චීන පොලිසියක් ෆෝට් සිටි එකට එන්නේ ලංකා පොලිසියත් එක්ක හොරා පොලිස් කරන්නද ? ඒක ඇත්තක්ද ? බොරුවක්ද ? වදින තැනකට වැදියං
4159,එහෙනම් ඉතින් අකලංක අවංකසුපිරිසිදු නොයිඳුල් අවිහිංසක මගේ හදවත දෙන්නද වැදියං_බොක්කටම
4160,වැදියං ඩෝං පටෝං ගාලා
4161,? ' ' වැදෙන තැනකට වැදියං
4162,වැදියං කියලා දාපු පෝස්ට් එකක් වැදිලා ක්ලාන්ත වුණ කෙනෙක්
4163,වැදියං කිව්ව එක ඔයාටම වැදුනාද ?
4164,සමහරු හිතන් ඉන්නෙ එයාගෙ චිල් ජීවිතේ තමා පට්ට එයා කියන ඒවා විතරයි හරි එයා ගහන පොටෝ විතරයි පට්ට කියලා මොන විකාරයක්ද අයිසේ පට්ට නම් තියාගෙන හිටපන්කෝ අනුන්ට අනම් මනම් කියන් නැතුව සෙද්ද වැදියං
4165,උණු රට කෝපි වලට පිප්පිය පුච්චගත්ත උස එකෙක් නැගිටලාවෙඩිම දවසේ උගෙ මහපටැඟිල්ල ඇඳ වියලෙම වැදියං
4166,මට රාමලාන් සඳ වගේ මුහුණ වහගත්තු කෙල්ලෙක් ඕනේ වැදියං_ෆාතිමාගේ_බොක්කටම
4167,හෙන හතම වැදියං නොදකින් නොදෝමකින් මේ වගේ උන්නම්
4168,"“ අයියෝපාර්ලිමේන්තුව යටවෙන්න තිබ්බේ "" "" ” “ ට ඕක වැදියං "" ’ ‍"
4169,මුගේ කෙප්ප අහල උඩ දාන චැනල් වලටත් වැදියං
4170,""" මං තරම් කවුරුත් දක්ෂ නැහැ ආදරේ හිතේ හංඟගෙන ඔයාට ආදරේ නැහැ වගේ ඉන්න "" වැදියං එයාගේ පපු⁣වටම හ්ම්ම්"
4171,කාටහරි කමන්නෑ වැදියං ඩෝං ඩෝං ගාලා
4172,කාටහරි කමන්නෑ වැදියං ඩෝං ඩෝං ගාලා
4173,සමහර යාලුවන්ට වෙලාවකට මාව කරදරයක්ද මන්දාකෝල් ගත්තට ආන්සර් නෑවැදියං
4174,වැදියං කිව්වට ඕක ඉතින් කැරකිලා ආය උඹටම වැදුනොත් තමා ඉතින්
4175,කොන්ද පණ තියෙන උං මූනට ගේම ඉල්ලනවකොන්ද පන නැති උං බලල්ලු ලවා කොස් ඇට බාව ගන්නවවැදියං
4176,හ්ම්ම් අන්න ඒකයි අවශ්‍ය අයටම වැදියං
